Anmeldedatum	JahrAkademisch	Art	Grad	Sprache	Titel	Abstract
15.05.17	2017	extern	Bachelor	DE	Evaluation des Potentials von virtuellen Maschinen in einer Cloud-Computing-Plattform im Softwareentwicklungsumfeld bei der NÜRNBERGER Versicherung	Die IT nutzt seit Jahren das gleiche Modell zur Bereitstellung von Computern in Form von Rechnern, welche je nach gewünschter Leistung gekauft und physikalisch einem Platz zugewiesen werden. Mit dem voranschreiten der Technik etablieren sich immer neuere Modelle und Konzepte. In dieser Arbeit geht es primär um die sich rasch verbreitende Technologie der virtuellen Maschinen im Bereich des Cloud-Computings, welches auch unter dem Begriff der Desktop-Virtualisierung zu finden ist. Es wird im Rahmen dieser Abschlussarbeit ein Anwendungsszenario in Bezug zur Softwareentwicklungsabteilung der Nürnberger Versicherung erstellt, auf dessen Grundlage untersucht werden soll, in wie fern das neue Modell sinnvoll für den Einsatz ist. Mit Hilfe von Literaturrecherchen und dem Testen der Bedingungen im praktischen Umfeld werden verschiedene Chancen und Risiken aufgedeckt, sowie Maßnahmen erstellt, dieses Modell optimal zu nutzen. Es hat sich herausgestellt, dass der Einsatz dieses Modells nicht die erhofften Vorteile mit sich bringt, um die Risiken zu überwinden. Die Empfehlung ist daher kein breiter Einsatz dieses Modells, sondern eine individuelle Bereitstellung an Mitarbeiter, die einen Vorteil daraus erhalten würden.
18.05.17	2017	extern	Bachelor	DE	Konzeption und prototypische Realisierung eines Dienstes zur Erfassung, Übertragung und Zuordnung von Anwendungstestergebnissen.	Im Rahmen der Bachelorarbeit wurde ein Dienst zur Erfassung, Übertragung und Zuordnung von Anwendungstestergebnissen konzipiert und prototypisch entwickelt. Die Ausgangslage der Arbeit liegt der Tatsache zugrunde, dass in der DATEV eG momentan abteilungsübergreifend ein zentralisierter, standardisierter Prozess mit dem Ziel Continuous Delivery für alle Entwicklungsbereiche realisiert wird. Gegenwärtig wird sowohl die Testdurchführung, als auch das Rückspielen der Testergebnisse auf den Testsystemen ausgeführt. Durch die Entkopplung von Testdurchführung und Verarbeitung von Testergebnissen, sollen sich die Testsysteme ausschließlich auf die Testdurchführung beschränken. Das Ziel ist es, eine hohe Testüberdeckung zu erreichen, indem das Rückspielen von Testergebnissen zentralisiert von dem Dienst übernommen wird.
30.05.17	2017	extern	Master	DE	Einsatz des IBM Watson im Qualitätsmanagement bei Mercedes-Benz Vans	Der Fehlerabstellprozess wird in der Daimler AG auf Basis der CITAN-Fahrzeugdaten und geeigneter KI-Komponenten von IBM Watson innerhalb eines Pilotprojekts optimiert. Werkstattfälle zu intransparenten Fehlerdokumentationen können mit dem WEX Content Analytics Miner vom 1st Level Support über angebundene Quellsensoren erleichtert, schneller und zuverlässiger bearbeitet werden. Zudem hat das 2nd Level mit dem WEX Application Builder die Möglichkeit, gesamtheitlich sowie global Fehleranalysen, deren Ursachen und Wirkungen an Fahrzeugen vorzunehmen. Das Zahnriemen-Fehlerbeispiel zeigt Anwendungsfälle in den dafür erstellten Benutzeroberflächen. Durch das neue Fundament entwickeln sich Mehrwerte: integrierte Quellsensoren, konsolidierte Dateneinsicht und ein manuell zeitlich reduzierter Fehleranalyseaufwand. Visionäre Optimierungen ergeben Weiterentwicklungen, wie simultan laufende Fehlerprognosen, Teileoptimierung in der Frühentwicklung sowie von Watson selbsterkannte Hinweise/Vorschläge. Die prädiktive Fahrzeuganalyse mit einbezogener Daten-Präskription auf Basis der explizit angepassten KI erweitert die bisherige deskriptive und diagnostische Analyse. In den Werkstätten wird das gesamte Vorhaben mit einem zusätzlichen Knotenpunkt zu Watson effizient ausgeweitet. Kürzere Reparaturzeiten und ein höherer Fahrzeugdurchsatz sind Folgen, die auch Daimler-Kunden begrüßen. Das Zielszenario der verbesserten Fehlerfallbearbeitung erreicht eine nochmal leistungsstärkere Analysesituation.
01.06.17	2017	extern	Bachelor	DE	Optimierung von Bestellprognosen mit Hilfe von Deep Learning und TensorFlow	In dieser Arbeit wird der Einsatz von Deep Learning zur Verbesserung der Bestellvorhersagen analysiert. Die Vorhersagen des dabei erstellten Prototyps werden mit den Vorhersagen des Unternehmens und den Vorhersagen basierend auf Zeitreihenanalyse verglichen. Zur Erstellung des Prototyps müssen bereitgestellten Daten in eine numerische Form umgewandelt werden. Die Daten teilen sich dabei in Unternehmensdaten und in externe Daten auf. Unternehmensdaten teilen sich in Endprodukte und Zwischenprodukte auf. Wetterdaten, Feiertage und Saisondaten zählen zu den externen Daten. Ein Zusammenhang zwischen Wetter und Bestellung konnte nicht festgestellt werden, die Beeinflussung durch Feiertage wurde dagegen nachgewiesen. Eine Verbesserung der Vorhersagequalität aufgrund der Saisondaten konnte nicht eindeutig belegt werden. Zur automatisierten Parametrisierung des Prototyps wurden zwei Algorithmen implementiert genutzt. Der Vergleich ergab eine Verbesserung der Endprodukte Vorhersagegenauigkeit um 45,1 % gegenüber der Unternehmensprognose. Im Falle von Deep Learning in Gegenüberstellung zur Zeitreihenanalyse verbesserte sich die Vorhersagequalität der Zwischenprodukte um 2,1 % und die Vorhersagequalität der Endprodukte um 5 %.
01.06.17	2017	intern	Bachelor	DE	Erstellung interaktiver Szenen aus 360°-Aufnahmen	Das Thema der Arbeit liegt im Rahmen von bildbasiertem Rendering in Zusammenhang mit Interaktionskonzeption und Medienimmersion. Die Herausforderung in diesem Themenkomplex liegt insbesondere darin, Vorteile heutiger Visualisierungsmöglichkeiten, wie die verbreitete Rundumsicht in Panoramaaufnahmen, mit einem intuitiven Bedienungskonzept zu verbinden, um ein praktisches Werkzeug für individuelle Szenen-Editierung zu schaffen. Ziel ist es mit der Entwicklungsumgebung Unity einen Editor bereitzustellen, der es dem Anwender ermöglicht eigene 360°-Szenen zu erstellen und an beliebig gewählten Bildpunkten mit interaktiven Medieninhalten, wie Bildmaterial, Texten und Sounds zu füllen. Ein praktisches Anwendungsbeispiel wird in einer prototypisch umzusetzenden virtuellen Umgebung vorgeführt, in welcher in begrenztem, aber repräsentativem Umfang selbst gewonnene 360°-Realaufnahmen abgebildet und miteinander verknüpft werden. Die erstellten Szenen werden durch abrufbare interaktive Inhalte mit textuellen Informationen sowie Audio- und Bildaufnahmen erweitert.
01.06.17	2017	extern	Master	DE	Virtual-Reality-optimierte Sensor Fusion für eine langzeitstabile Gestenerkennung der oberen Extremität	Die Gruppe "Sensorfusion und Ereignisverarbeitung" am Fraunhofer-Institut für Integrierte Schaltungen (IIS) in Nürnberg, arbeitet an der Generierung und Verarbeitung von Sensor- und Positionsdatenströmen und deren statistischer Auswertung und Analyse auf verständlicher und abstrakter Ebene in Echtzeit. Dabei stellen die vorliegenden handelsüblichen Head-Mounted-Displays (HMD), zum Beispiel Samsung Gear VR und Oculus Rift, unter anderem relative Beschleunigungen, Drehraten und kurzzeitstabile Kopforientierung bereit, welche in Kombination mit dem bereits existierenden und erprobten Fraunhofer Holodeck VR System um absolute Positionen erweitert werden. Diese Positionen werden mit Hilfe geeigneter Bewegungsmodelle so in das Virtual Reality System (VR-System) eingepflegt, dass eine mögliche Simulatorkrankheit reduziert und vorgebeugt werden kann (sog. VR-optimierte Sensorfusion). Somit ermöglicht das Holodeck VR System immersive und frei begehbare virtuelle Welten. Im Rahmen dieser Arbeit wird die Einsatztauglichkeit von Hand-Tracking-Systemen untersucht, beispielsweise von Leap Motion oder uSense, um die momentane Position und Stellung der Hand zu erfassen und möglichst latenzarm und präzise in der VR abzubilden. Neben Hand-Tracking-Systemen, die zentral am Kopf angebracht werden, werden auch Systeme untersucht, wie beispielsweise das Myo System oder die Eingabegeräte von Samsungs Gear VR und Googles Daydream Controller, das an den Händen oder Armen angebracht wird, um ...
08.06.17	2017	intern	Bachelor	DE	CRM-Systeme: Chancen und Grenzen der Automatisierung 	Das Ziel der Bachelorarbeit war es, die Architektur und Funktion von CRM-Systemen zu systematisieren. Aus den Risiken und Chancen der Automatisierung im CRM wurde herausgearbeitet, wie sich CRM mit den neuen IT-Technologien verbessern, automatisieren und beschleunigen lässt. Und es wurde aufgezeigt, welche Grenzen bei der Automatisierung vorkommen.
12.06.17	2017	extern	Bachelor	DE	Entwicklung einer Software zur Bestimmung der Qualität von merkmalsorientierter Bildverarbeitungsalgorithmik	Im Rahmen der Bachelorarbeit wird eine Software entwickelt, mit deren Hilfe eine Aussage über die Qualität von Bildverarbeitungsalgorithmen zur Merkmalsdetektion an dreidimensionalen Prüfstücken getroffen werden kann. Die Software soll sowohl während der Entwicklung neuer Bildverarbeitungsalgorithmen, als auch zum Testen fertiger Programme verwendet werden können. Zur Einstufung der Qualität werden Ergebnisse der Bildverarbeitungsalgorithmen mit händisch annotierten Bilddaten verglichen. In den Vergleich fließen Eigenschaften gekennzeichneter Merkmalsbereiche, wie Merkmalstyp, Flächenabdeckung, Form und relative Lage zueinander ein. Ebenso werden die Nichterkennung von Merkmalsbereichen und das Auftreten fälschlich detektierter Merkmalsbereiche berücksichtigt.
20.06.17	2017	intern	Bachelor	DE	Konzeption und Realisierung eines TLS-Demonstrators für die Lehre mit Open SSL	Konzeption und Realisierung eines TLS-Demonstrators für die Lehre mit Open SSL Der Demonstrator soll Studierenden ermöglichen, im Laborversuch den Aufbau und Ablauf von mit TLS (Transport Layer Security) gesicherten Punkt-zu-Punkt-Verbindungen zu beobachten. Der Ablauf des TLS-Handshakes kann schrittweise verfolgt werden. Es werden wesentliche TLS-Varianten unterstützt (z.B. mit/ohne Client-Authentifizierung, RSA-basierte und Diffie-Hellman-basierte Ciphersuites). Als Anwendungsszenarien werden die Kommunikation zwischen einem Webbrowser und einem Webserver und die Kommunikation zwischen einer allgemeinen Client- und einer allgemeinen Server-Anwendung bereitgestellt. Kommuniziert wird zwischen zwei virtuellen Maschinen, die auf einem physischen Rechner installiert werden können.
01.07.17	2017	intern	Master	DE	Analyse und Vergleich aktueller JavaScript-Anwendungsframeworks	In den letzten Jahren sind zahlreiche JavaScript-Anwendungsframeworks entstanden, die die Entwicklung moderner Webseiten und sogenannter Single-Page- oder Rich Internet Applications vereinfachen sollen. Obgleich diese Frameworks eine bestimmte Softwarearchitektur erzwingen und damit zumindest dazu beitragen, komplexe JavaScript-Anwendungen besser zu strukturieren, führen sie meist auch eigene Paradigmen und domänenspezifische Sprachen oder Sprachbestandteile ein, die ihrerseits dem Entwicklungsprozess wieder zusätzliche Komplexität hinzufügen. Darüber hinaus entstehen häufig weitere Abhängigkeiten zu zahlreichen zusätzlichen Bibliotheken, die nicht nur die Lade- und Ausführungsgeschwindigkeit der damit erstellten Webseiten beeinflussen, sondern möglicherweise ein Sicherheitsrisiko darstellen. Im Rahmen dieser Arbeit soll daher zunächst ein Überblick über die wichtigsten aktuellen JavaScript-Anwendungsframeworks geschaffen und deren Aufbau sowie die zugrundeliegende Softwarearchitektur untersucht und diese mit den Möglichkeiten aktueller Web-Technologien (ES6, Web-Components) verglichen werden. Darauf aufbauend wird anhand einer Beispielanwendung der Einfluss verschiedener Entwicklungsansätze auf die Performanz und Sicherheit einer Web-Anwendung untersucht. Schließlich soll unter Berücksichtigung der gewonnenen Erkenntnisse eine Aussage darüber getroffen werden, für welche Zwecke der Einsatz komplexer JavaScript-Frameworks sinnvoll bzw. nicht empfehlenswert ist.
04.07.17	2017	intern	Master	DE	Prototypische Erstellung einer Plattform zur Visualisierung, Auswertung und Analyse von anonymisierten Personendaten	Im Rahmen dieser Masterarbeit wurde eine Plattform zur Erfassung und Auswertung von Studentendaten in Fach Programmieren I entwickelt. Dafür wurden zunächst verschiedenen Arten von Daten ermittelt die für diese Anwendung relevant sind und anschließend ein darauf basierendes Datenbankomdell erstellt. Danach wurden ausgewählte Technologien auf Vor- und Nachteile geprüft, welche für die schlussendliche Nutzung relevant waren. Anschließend wurde eine Systemarchitektur entworfen, die zum Schluss auch realisiert wurde.
14.07.17	2017	intern	Bachelor	DE	Entwurfsmuster - Design Patterns	Entwurfsmuster, im englischen Sprachraum auch Design Patterns genannt, sind gängige, geeignete Lösungswege für sich ständig wiederholende Entwurfsprobleme bzw. Gestaltungsaufgaben aus fast allen Bereichen des Lebens. Ein Muster dient als Vorlage zur Lösung eines Problems in einem bestimmten Anwendungszusammenhang. Dabei wird auf bewährtes Expertenwissen aus der Praxis zurückgegriffen und angewendet. Ziel dieser Bachelorarbeit ist es, nach der Mustertheorie von Christopher Alexander, herauszufinden, in welchen Bereichen, mit welchen Detail- oder Reifegrad, bereits Mustersprachen verwendet, wie solche Patterns entdeckt und dokumentiert wurden. Dabei wird auch auf die grundlegende Formalisierung und Beschreibung der Patterns näher eingegangen. Interessant sind hierbei die Methoden zu betrachten, die angewendet wurden, um derartige Muster zu entdecken sowie herauszufinden, welche weiteren Methoden noch existieren und welche mehr oder weniger vorteilhaft sind. Hierbei wird ebenfalls auf die Frage näher eingegangen, wie man in den einzelnen Bereichen vorgegangen ist, um diese Muster zu entdecken. Im weiteren Verlauf geht die Arbeit auch der Frage nach, welche Qualitätskriterien Patterns erfüllen müssen, damit sie beispielsweise auf Konferenzen vorgestellt werden dürfen.
18.07.17	2017	intern	Master	DE	Einsatz maschineller Lernverfahren zur Erkennung von Spielmechanismen in Spielanleitungen	Diese Arbeit zeigt, dass es durch den Einsatz maschineller Lernverfahren möglich ist, die in Brettspielen eingesetzten Mechanismen, in ihrer Repräsentation als Pattern, aus deren textuellen Spielanleitungen zu extrahieren. Durch die hierfür verwendeten überwachten Lernverfahren werden erfolgreich Modelle erzeugt, welche automatisiert trainierte Spiel- mechanismen in Spielanleitungen erkennen. Verglichen werden hierfür Support-Vector Machines (SVM), mit k-Nearest Neighbor (kNN) und Naïve Bayes-Klassifizierern (NB), wobei SVMs Accuracy-Werte von über 80% erreichen. Das Schwierigkeit der Textklassifikation von nicht nativ digitalen Daten, wird durch die Anwendung genauer Datenexploration und -bereinigung gelöst. Dabei wird eine neue Metrik vorgestellt, welche eine genaue Bewertung der durchgeführten Datenbereinigungsmaßnahmen erlaubt. Dieser Ansatz bewertet nicht, wie üblich, die Qualität eines bereinigten Textes anhand des Unterschieds zu einer Abbildung des Originaltextes, sondern verwendet zur Bewertung eine Bag-of-Words Repräsentation beider Texte.
